review_rank,person_id,canonical_name,identity_status,openalex_work_id,publication_year,title,cited_by_count,primary_topic_name,source_author_ids,sample_reason,work_belongs_to_focal_person,review_reason,reviewer,mh_blinded_at_work_audit,review_priority_score,review_priority_tier,priority_signals,machine_verdict,auto_release_allowed,auto_exclusion_allowed
298,cv_Q4937482,Bogdan Zakrzewski,VERIFIED_SINGLE,W848243940,1950,"""The Congress of Bolimof"" / Bagdan Zakrzewski.",0,Eastern European Communism and Reforms,A5111381182,high_citation,,,,,0,P3,,NONE,false,false
299,cv_Q4937482,Bogdan Zakrzewski,VERIFIED_SINGLE,W928978806,1953,"""Pamiętniki i wizerunki"", Henryk Kamieński, z rękopisów przygotowała do druku i przypisami opatrzyła Irmina Śliwińska, wstęp opracował Witold Kula, okładkę projektował Stanisław Kobielski, Wrocław 1951, Wydawnictwo Zakładu Narodowego im. Ossolińskich, s. LVI, XX, 323, 1 nlb., w tekście 2 ryciny : [recenzja] / Bogdan Zakrzewski.",0,Polish Historical and Cultural Studies,A5111381182,high_citation,,,,,0,P3,,NONE,false,false
300,cv_Q4937482,Bogdan Zakrzewski,VERIFIED_SINGLE,W954770929,1953,"""Spór o Mickiewicza"", Stefan Żółkiewski, Wrocław 1952, Wyd. Zakładu Narodowego im. Ossolińskich, Studia Historycznoliterackie Instytutu Badań Literackich Polskiej Akademii Nauk, pod red. Jana Kotta, t. 16, s. 276, nlb. 4, ryc. 10 : [recenzja] / Bogdan Zakrzewski.",0,Polish Historical and Cultural Studies,A5111381182,high_citation,,,,,0,P3,,NONE,false,false
301,cv_Q4937482,Bogdan Zakrzewski,VERIFIED_SINGLE,W1026372491,1958,W Beńkowej Wiszni i we Lwowie / Zofia z Fredrów Szeptycka ; oprac. Bogdan Zakrzewski.,0,Language and Culture,A5111381182,high_citation,,,,,0,P3,,NONE,false,false
302,cv_Q4937482,Bogdan Zakrzewski,VERIFIED_SINGLE,W889186136,1958,"""Pisma"", Edward Dembowski, redakcja: Anna Śladkowska, Maria Żmigrodzka, Warszawa 1955, Państwowe Wydawnictwo Naukowe, Polska Akademia Nauk - Komitet Filozoficzny oraz Instytut Badań Literackich, Biblioteka Klasyków Filozofii - Pisarze Polscy : [recenzja] / Bogdan Zakrzewski.",1,Polish Historical and Cultural Studies,A5111381182,high_citation,,,,,0,P3,,NONE,false,false
303,cv_Q4937482,Bogdan Zakrzewski,VERIFIED_SINGLE,W1226891452,1965,"""Sądy współczesnych o twórczości Słowackiego (1826-1862)"", zebrali i opracowali Bogdan Zakrzewski, Kazimierz Pecold i Artur Ciemnoczołowski, Wrocław-Warszawa-Kraków 1963, Zakład Narodowy imienia Ossolińskich - Wydawnictwo, s. 652 + 10 wklejek ilustr. : [recenzja] / Jarmil Pelikán.",3,Polish Historical and Cultural Studies,A5111381182,high_citation,,,,,0,P3,,NONE,false,false
304,cv_Q4937482,Bogdan Zakrzewski,VERIFIED_SINGLE,W783722712,1966,Sienkiewicz dla maluczkich / Bogdan Zakrzewski.,0,Language and Culture,A5111381182,temporal_median,,,,,0,P3,,NONE,false,false
305,cv_Q4937482,Bogdan Zakrzewski,VERIFIED_SINGLE,W2993178794,1977,"""Fredro w paradyzu. Studia i szkice"", Bogdan Zakrzewski, Wrocław-Warszawa-Kraków-Gdańsk 1976, Zakład Narodowy imienia Ossolińskich - Wydawnictwo, ss. 264 : [recenzja] / Konrad Górski.",3,Polish Historical and Cultural Studies,A5111381182,high_citation,,,,,0,P3,,NONE,false,false
306,cv_Q4937482,Bogdan Zakrzewski,VERIFIED_SINGLE,W3207717167,1998,"Arcygrafoman kontra arcypoeta, czyli ks. Wincenty Kraiński wobec Adama Mickiewicza",1,Language and Culture,A5111381182,latest,,,,,0,P3,,NONE,false,false
307,cv_Q5553312,Gertrude Elles,VERIFIED_SINGLE,W2155795909,1895,III.—Supplementary Notes on the Drygill Shales,6,Geology and Paleoclimatology Research,A5041147725,earliest,,,,,0,P3,,NONE,false,false
308,cv_Q5553312,Gertrude Elles,VERIFIED_SINGLE,W2022615307,1898,The Graptolite-Fauna of the Skiddaw Slates,37,Paleontology and Evolutionary Biology,A5041147725,high_citation,,,,,0,P3,,NONE,false,false
309,cv_Q5553312,Gertrude Elles,VERIFIED_SINGLE,W2072027572,1900,The Zonal Classification of the Wenlock Shales of the Welsh Borderland,41,Evolution and Paleontology Studies,A5041147725,high_citation,,,,,0,P3,,NONE,false,false
310,cv_Q5553312,Gertrude Elles,VERIFIED_SINGLE,W2101277226,1906,The Highest Silurian Rocks of the Ludlow District,59,Geological Formations and Processes Exploration,A5041147725,high_citation,,,,,0,P3,,NONE,false,false
311,cv_Q5553312,Gertrude Elles,VERIFIED_SINGLE,W2898741173,1907,"A Monograph of British Graptolites. Part VI. Pages xcvii–cxx, 217–272; Plates XXVIII–XXXI",37,Evolution and Paleontology Studies,A5041147725,high_citation,,,,,0,P3,,NONE,false,false
312,cv_Q5553312,Gertrude Elles,VERIFIED_SINGLE,W3207075919,1918,"A Monograph of British Graptolites. Part XI. Pages cxlix–clxxi, a–m, 527–539; Including Title-Page and Index",11,Evolution and Paleontology Studies,A5041147725,temporal_median,,,,,0,P3,,NONE,false,false
313,cv_Q5553312,Gertrude Elles,VERIFIED_SINGLE,W2090934660,1922,The graptolite faunas of the British Isles,67,Geology and Paleoclimatology Research,A5041147725,high_citation,,,,,0,P3,,NONE,false,false
314,cv_Q5553312,Gertrude Elles,VERIFIED_SINGLE,W2130589117,1925,Sedgwick Museum Notes. The Characteristic Assemblages of the Graptolite Zones of the British Isles.,35,Paleontology and Stratigraphy of Fossils,A5041147725,high_citation,,,,,0,P3,,NONE,false,false
315,cv_Q5553312,Gertrude Elles,VERIFIED_SINGLE,W2327879713,1931,XXV.—Metamorphism in Relation to Structure in the Scottish Highlands,55,Geology and Paleoclimatology Research,A5041147725,high_citation,,,,,0,P3,,NONE,false,false
316,cv_Q5553312,Gertrude Elles,VERIFIED_SINGLE,W2151333381,1939,"The stratigraphy and faunal succession in the Ordovician rocks of the Builth-Llandrindod inlier, Radnorshire",49,Evolution and Paleontology Studies,A5041147725,high_citation,,,,,0,P3,,NONE,false,false
317,cv_Q5553312,Gertrude Elles,VERIFIED_SINGLE,W2031843115,1946,"Dame Ethel Shakespear, D. B. E",3,Geological Modeling and Analysis,A5041147725,latest,,,,,0,P3,,NONE,false,false
318,cv_Q56329881,Armin Buschauer,VERIFIED_SINGLE,W2011613059,1990,Reversible and irreversible labeling and autoradiographic localization of the cerebral histamine H2 receptor using [125I]iodinated probes.,134,Mast cells and histamine,A5007797524,high_citation,,,,,0,P3,,NONE,false,false
319,cv_Q56329881,Armin Buschauer,VERIFIED_SINGLE,W4406054910,2001,Similar Apparent Constitutive Activity of Human Histamine H2-Receptor Fused to Long and Short Splice Variants of Gsα,17,Mast cells and histamine,A5007797524,temporal_median,,,,,0,P3,,NONE,false,false
320,cv_Q56329881,Armin Buschauer,VERIFIED_SINGLE,W4232733723,2002,Transport of paclitaxel (Taxol) across the blood-brain barrier in vitro and in vivo,352,Drug Transport and Resistance Mechanisms,A5007797524,high_citation,,,,,0,P3,,NONE,false,false
321,cv_Q56329881,Armin Buschauer,VERIFIED_SINGLE,W1989064705,2009,Potent and Selective Inhibitors of Breast Cancer Resistance Protein (ABCG2) Derived from the p-Glycoprotein (ABCB1) Modulator Tariquidar,154,Drug Transport and Resistance Mechanisms,A5007797524,high_citation,,,,,0,P3,,NONE,false,false
322,cv_Q56329881,Armin Buschauer,VERIFIED_SINGLE,W2056521778,2012,Molecular and cellular analysis of human histamine receptor subtypes,170,Receptor Mechanisms and Signaling,A5007797524,high_citation,,,,,0,P3,,NONE,false,false
323,cv_Q57447297,Thomas Aisu,VERIFIED_SINGLE,W1980534497,1992,Absence of Mycobacterium avium Complex Disease in Patients with AIDS in Uganda,54,Mycobacterium research and diagnosis,A5109195156,earliest,,,,,0,P3,,NONE,false,false
324,cv_Q57447297,Thomas Aisu,VERIFIED_SINGLE,W2082347732,1995,Preventive chemotherapy for HIV-associated tuberculosis in Uganda: an operational assessment at a voluntary counselling and testing centre,103,HIV/AIDS Research and Interventions,A5109195156,high_citation,,,,,0,P3,,NONE,false,false
325,cv_Q57447297,Thomas Aisu,VERIFIED_SINGLE,W4233208635,1995,Preventive chemotherapy for HIV-associated tuberculosis in Uganda: an operational assessment at a voluntary counselling and testing centre,78,Tuberculosis Research and Epidemiology,A5109195156,temporal_median,,,,,0,P3,,NONE,false,false
326,cv_Q7926394,Victor Thébault,VERIFIED_SINGLE,W2318009805,1946,Problems for Solution: E711-E715,4,Heat Transfer and Numerical Methods,A5025602759,high_citation,,,,,0,P3,,NONE,false,false
327,cv_Q7926394,Victor Thébault,VERIFIED_SINGLE,W2323144440,1946,Problems for Solution: 4215-4219,4,Heat Transfer and Numerical Methods,A5025602759,high_citation,,,,,0,P3,,NONE,false,false
328,cv_Q7926394,Victor Thébault,VERIFIED_SINGLE,W2316592887,1947,Problems for Solution: 4264-4269,3,Heat Transfer and Numerical Methods,A5025602759,high_citation,,,,,0,P3,,NONE,false,false
329,cv_Q7926394,Victor Thébault,VERIFIED_SINGLE,W2322080473,1948,Problems for Solution: E806-E810,3,Heat Transfer and Numerical Methods,A5025602759,high_citation,,,,,0,P3,,NONE,false,false
330,cv_Q7926394,Victor Thébault,VERIFIED_SINGLE,W4252098604,1949,Mathematical Notes,0,History and Theory of Mathematics,A5025602759,temporal_median,,,,,0,P3,,NONE,false,false
331,cv_Q7926394,Victor Thébault,VERIFIED_SINGLE,W2332814277,1951,Problems for Solution: 4428-4432,5,Heat Transfer and Numerical Methods,A5025602759,high_citation,,,,,0,P3,,NONE,false,false
332,cv_Q7926394,Victor Thébault,VERIFIED_SINGLE,W2335402278,1952,Perspective and Orthologic Triangles and Tetrahedrons,6,Mathematics and Applications,A5025602759,high_citation,,,,,0,P3,,NONE,false,false
333,cv_Q7926394,Victor Thébault,VERIFIED_SINGLE,W2328929028,1953,On Cevians of a Triangle,4,Mathematics and Applications,A5025602759,high_citation,,,,,0,P3,,NONE,false,false
334,cv_Q7926394,Victor Thébault,VERIFIED_SINGLE,W600587852,1953,Parmi les belles figures de la géométrie dans l'espace : (géométrie du tétraèdre),4,History and Theory of Mathematics,A5025602759,high_citation,,,,,0,P3,,NONE,false,false
